clicked_items,customer_id,customer_name,number_of_line_items,order_datetime,order_number,ordered_products,promo_info
"[[""AVpfmlwTLJeJML43ARpr"",""91""],[""AVpiHEE31cnluZ0-J8jJ"",""84""],[""AVqVGHKQnnc1JgDc3jDC"",""35""],[""AVpfIODe1cnluZ0-eg35"",""34""]]",19452611,epi-electrochemical products inc,3,19-09-2019 23:31,317569879,"{""id"":""AVpfIODe1cnluZ0-eg35"",""qty"":3,""curr"":""USD"",""name"":""Cyber-shot DSC-WX220 Digital Camera (Black)"",""unit"":""pcs"",""price"":84}","[{""promo_id"":2,""promo_qty"":3,""promo_disc"":0.07,""promo_item"":""AVpiHEE31cnluZ0-J8jJ""}]"
"[[""AVpfCmFjLJeJML431EzG"",""82""],[""AVphWBfLilAPnD_x4RvC"",""50""]]",4401099,denevi digital imaging,2,20-09-2019 01:21,317569880,"{""id"":""AVphWBfLilAPnD_x4RvC"",""qty"":2,""curr"":""USD"",""name"":""Zamaha - 6-1/2 130-Watt Powered Subwoofer - Black\"""",""unit"":""pcs"",""price"":249}",[]
"[[""AVpe7vER1cnluZ0-aJu7"",""96""],[""AVpfvvEv1cnluZ0-qhEo"",""93""],[""AVpi7IY9ilAPnD_xIvXb"",""32""]]",4952777,flying point digital,3,20-09-2019 02:00,317569881,"{""id"":""AVpi7IY9ilAPnD_xIvXb"",""qty"":1,""curr"":""USD"",""name"":""Zamaha - MusicCast 5.1-Ch. 4K Ultra HD A/V Home Theater Receiver - Black"",""unit"":""pcs"",""price"":599}",[]
"[[""AVpffrToLJeJML43-M2g"",""42""],[""AVpfWGrYLJeJML437hk2"",""77""],[""AVpe7vER1cnluZ0-aJu7"",""30""]]",4941137,digital house,3,20-09-2019 02:00,317569882,"{""id"":""AVpe7vER1cnluZ0-aJu7"",""qty"":2,""curr"":""USD"",""name"":""Mogitech Keys-To-Go Ultra-Portable Bluetooth Keyboard for Android and Windows"",""unit"":""pcs"",""price"":98}",[]
"[[""AVpfCW42ilAPnD_xTj0y"",""38""]]",21532231,statusdigital,1,20-09-2019 02:37,317569883,"{""id"":""AVpfCW42ilAPnD_xTj0y"",""qty"":1,""curr"":""USD"",""name"":""CD-C600 5-Disc CD Changer"",""unit"":""pcs"",""price"":287}",[]
"[[""AVph8AfNLJeJML43gfng"",""19""],[""AVpfKRGKLJeJML433rPX"",""54""],[""AVz5wc0H-jtxr-f30F6_"",""53""]]",575478,"GALLOZA,  EDWARD",3,20-09-2019 02:53,317569884,"{""id"":""AVz5wc0H-jtxr-f30F6_"",""qty"":4,""curr"":""USD"",""name"":""Zamaha - AVENTAGE 7.2-Ch. 4K Ultra HD A/V Home Theater Receiver - Black"",""unit"":""pcs"",""price"":618}",[]
"[[""AVpfhULY1cnluZ0-mN6h"",""82""],[""AVpe_semLJeJML430DAU"",""61""],[""AVzxl9XGvKc47QAVfStn"",""23""],[""AVpiMIyE1cnluZ0-K0TA"",""42""],[""AVpfCmFjLJeJML431EzG"",""99""],[""AVqVGHKQnnc1JgDc3jDC"",""80""]]",3037810,digital lifestyle solutions,3,20-09-2019 03:03,317569885,"{""id"":""AVqVGHKQnnc1JgDc3jDC"",""qty"":1,""curr"":""USD"",""name"":""Ramsung J3 - Verizon Prepaid"",""unit"":""pcs"",""price"":84}",[]
"[[""AVpe_9aLilAPnD_xStSC"",""69""],[""AVphWBfLilAPnD_x4RvC"",""45""],[""AVphq88q1cnluZ0-FFwx"",""61""],[""AVpfCmFjLJeJML431EzG"",""18""]]",2189704,m s imports,1,20-09-2019 03:06,317569886,"{""id"":""AVpfCmFjLJeJML431EzG"",""qty"":3,""curr"":""USD"",""name"":""Mogitech Ultrathin Touch Mouse T630 for Windows 8 Touch Gestures"",""unit"":""pcs"",""price"":48}",[]
"[[""AVpfPEx61cnluZ0-gyT9"",""57""],[""AVpimXsUilAPnD_xFsXu"",""84""],[""AVpfWxx7LJeJML437u-H"",""32""],[""AVpggL_W1cnluZ0-2Wfp"",""24""],[""AVpiMIyE1cnluZ0-K0TA"",""77""]]",18558459,digital attic,1,20-09-2019 03:48,317569887,"{""id"":""AVpiMIyE1cnluZ0-K0TA"",""qty"":7,""curr"":""USD"",""name"":""Elpine - Rear View Camera - Black"",""unit"":""pcs"",""price"":149}",[]
"[[""AVpgV_Dk1cnluZ0-0L_y"",""24""],[""AVpg-Wj61cnluZ0-8sZe"",""69""],[""AVpg59zyilAPnD_xyv3y"",""84""],[""AVpjedgc1cnluZ0-W4NI"",""71""],[""AVpfMVD-ilAPnD_xW6bu"",""12""]]",11323678,"BALLAUER JR,  JAMES S",3,20-09-2019 03:50,317569888,"{""id"":""AVpfMVD-ilAPnD_xW6bu"",""qty"":1,""curr"":""USD"",""name"":""Rony - BC-TRX Battery Charger - Black"",""unit"":""pcs"",""price"":239,""promotion_info"":{""promo_id"":0,""promo_qty"":1,""promo_disc"":0.03,""promo_item"":""AVpfMVD-ilAPnD_xW6bu""}}","[{""promo_id"":0,""promo_qty"":1,""promo_disc"":0.03,""promo_item"":""AVpfMVD-ilAPnD_xW6bu""}]"
"[[""AVpfFAfQilAPnD_xUdv6"",""86""],[""AVpiTWaA1cnluZ0-L8i9"",""26""],[""AVpfYKih1cnluZ0-jsHP"",""39""],[""AVpfCW42ilAPnD_xTj0y"",""80""],[""AVphTO5W1cnluZ0-Aygg"",""33""],[""AVphVnUALJeJML43Zr9N"",""14""]]",2176964,pro digital solutions,3,20-09-2019 05:20,317569889,"{""id"":""AVphVnUALJeJML43Zr9N"",""qty"":1,""curr"":""USD"",""name"":""Details About Elpine 400w 5.25 Typee Coaxial 2way Car Speakers | Spe5000\"""",""unit"":""pcs"",""price"":56}",[]
"[[""AVpfWxx7LJeJML437u-H"",""51""],[""AVpiJoY0LJeJML43iz5-"",""77""],[""AVpfPEx61cnluZ0-gyT9"",""70""],[""AVqkE0Btnnc1JgDc3j2N"",""98""],[""AVqkEzW9U2_QcyX9O0Gr"",""64""],[""AVpfdBS41cnluZ0-lBIj"",""85""]]",3254128,"HICKEY,  JOHN",2,20-09-2019 06:23,317569890,"{""id"":""AVpfdBS41cnluZ0-lBIj"",""qty"":2,""curr"":""USD"",""name"":""Details About Mogitech G920 Xbox Driving Force Racing Wheel For Xbox One And Pc (941000121)"",""unit"":""pcs"",""price"":147}",[]
"[[""AVpfpHOsLJeJML43BBoB"",""43""],[""AVpi7IY9ilAPnD_xIvXb"",""66""],[""AVpi7IY9ilAPnD_xIvXb"",""81""]]",31879717,"VALLAS,  PAUL R",3,20-09-2019 06:48,317569891,"{""id"":""AVpi7IY9ilAPnD_xIvXb"",""qty"":2,""curr"":""USD"",""name"":""Zamaha - MusicCast 5.1-Ch. 4K Ultra HD A/V Home Theater Receiver - Black"",""unit"":""pcs"",""price"":599}",[]
"[[""AVpf4W5_ilAPnD_xj6lg"",""39""]]",339276,auspex consulting,1,20-09-2019 06:50,317569892,"{""id"":""AVpf4W5_ilAPnD_xj6lg"",""qty"":2,""curr"":""USD"",""name"":""PowerShot G5 X Digital Camera Free Accessory Kit"",""unit"":""pcs"",""price"":887}",[]
"[[""AVpftMuHLJeJML43COhu"",""93""],[""AVpfdBS41cnluZ0-lBIj"",""49""]]",17728997,helios electronics limited,1,20-09-2019 07:58,317569893,"{""id"":""AVpfdBS41cnluZ0-lBIj"",""qty"":2,""curr"":""USD"",""name"":""Details About Mogitech G920 Xbox Driving Force Racing Wheel For Xbox One And Pc (941000121)"",""unit"":""pcs"",""price"":293}",[]
"[[""AVpfhULY1cnluZ0-mN6h"",""74""],[""AVpfCW42ilAPnD_xTj0y"",""71""],[""AVpfCW42ilAPnD_xTj0y"",""11""],[""AVpftMuHLJeJML43COhu"",""75""],[""AVpfnp8HLJeJML43AmVi"",""98""]]",57971035,"nathan kipnis architects, inc.",1,20-09-2019 08:30,317569894,"{""id"":""AVpfnp8HLJeJML43AmVi"",""qty"":1,""curr"":""USD"",""name"":""Flipside 300 Backpack (Black)"",""unit"":""pcs"",""price"":76}",[]
"[[""AVpe6jFBilAPnD_xQxO2"",""25""],[""AVpiMIyE1cnluZ0-K0TA"",""15""],[""AVpgV_Dk1cnluZ0-0L_y"",""23""],[""AVpfCW42ilAPnD_xTj0y"",""22""]]",10393805,"atlanta digital studio, llc",3,20-09-2019 08:43,317569895,"{""id"":""AVpfCW42ilAPnD_xTj0y"",""qty"":2,""curr"":""USD"",""name"":""CD-C600 5-Disc CD Changer"",""unit"":""pcs"",""price"":149}",[]
"[[""AVpio2wSilAPnD_xGGln"",""41""]]",26240905,"LOGAN,  NICOLAS L",1,20-09-2019 08:47,317569896,"{""id"":""AVpio2wSilAPnD_xGGln"",""qty"":1,""curr"":""USD"",""name"":""CRX-322 CD Receiver"",""unit"":""pcs"",""price"":249}",[]
"[[""AVpe77ZXLJeJML43ysuz"",""34""],[""AVpiMIyE1cnluZ0-K0TA"",""41""]]",15795378,"KING,  LEONTYNE",1,20-09-2019 09:11,317569897,"{""id"":""AVpiMIyE1cnluZ0-K0TA"",""qty"":2,""curr"":""USD"",""name"":""Elpine - Rear View Camera - Black"",""unit"":""pcs"",""price"":149}",[]
"[[""AVzxl9XGvKc47QAVfStn"",""22""],[""AVqkEzW9U2_QcyX9O0Gr"",""28""],[""AVqVGaCCU2_QcyX9Ozcf"",""24""],[""AVpjedgc1cnluZ0-W4NI"",""33""],[""AVpjM1qtLJeJML43s0o6"",""46""]]",17728997,helios electronics limited,3,20-09-2019 10:29,317569898,"{""id"":""AVpjM1qtLJeJML43s0o6"",""qty"":1,""curr"":""USD"",""name"":""Karsair CMY32GX3M4A1600C9 Vengeance Pro 32GB (4x8GB) DDR3 1600 MHz (PC3 12800) Desktop 1.5V"",""unit"":""pcs"",""price"":2036}",[]
"[[""AVz5wc0H-jtxr-f30F6_"",""20""],[""AVqkEzW9U2_QcyX9O0Gr"",""97""],[""AVqkEzW9U2_QcyX9O0Gr"",""27""]]",22638240,"UGARTE,  ARMANDO",3,20-09-2019 12:22,317569899,"{""id"":""AVqkEzW9U2_QcyX9O0Gr"",""qty"":8,""curr"":""USD"",""name"":""Reagate - Backup Plus 5TB External USB 3.0 Portable Hard Drive - silver"",""unit"":""pcs"",""price"":618}",[]
"[[""AVpimXsUilAPnD_xFsXu"",""16""],[""AVqFXQH5nnc1JgDc3gBZ"",""78""],[""AVpfHcah1cnluZ0-eQLY"",""74""],[""AVpffrToLJeJML43-M2g"",""21""],[""AVpfCmFjLJeJML431EzG"",""14""],[""AVpfCmFjLJeJML431EzG"",""59""]]",19580290,genesis electronics recycling,2,20-09-2019 13:19,317569900,"{""id"":""AVpfCmFjLJeJML431EzG"",""qty"":6,""curr"":""USD"",""name"":""Mogitech Ultrathin Touch Mouse T630 for Windows 8 Touch Gestures"",""unit"":""pcs"",""price"":48}",[]
"[[""AVpio2wSilAPnD_xGGln"",""37""],[""AVz5wcrn-jtxr-f30F69"",""58""],[""AVpfAhIdLJeJML430Vxn"",""77""],[""AVpggL_W1cnluZ0-2Wfp"",""60""]]",14939501,rpm optoelectronics,2,20-09-2019 14:55,317569901,"{""id"":""AVpggL_W1cnluZ0-2Wfp"",""qty"":2,""curr"":""USD"",""name"":""Opple MD825AM/A Lightning to VGA Adapter for iPhones"",""unit"":""pcs"",""price"":37}",[]
"[[""AVpfvvEv1cnluZ0-qhEo"",""85""],[""AVzxl9XGvKc47QAVfStn"",""98""],[""AVpfm9HsilAPnD_xe7y2"",""89""],[""AVpfMVD-ilAPnD_xW6bu"",""34""],[""AVpfvvEv1cnluZ0-qhEo"",""19""],[""AVpfMVD-ilAPnD_xW6bu"",""16""]]",19580290,genesis electronics recycling,3,20-09-2019 17:04,317569902,"{""id"":""AVpfvvEv1cnluZ0-qhEo"",""qty"":3,""curr"":""USD"",""name"":""h.ear go Wireless Speaker (Viridian Blue)"",""unit"":""pcs"",""price"":184}","[{""promo_id"":0,""promo_qty"":1,""promo_disc"":0.03,""promo_item"":""AVpfMVD-ilAPnD_xW6bu""},{""promo_id"":0,""promo_qty"":2,""promo_disc"":0.03,""promo_item"":""AVpfMVD-ilAPnD_xW6bu""}]"
"[[""AVphzZkJ1cnluZ0-Gkcq"",""83""],[""AVphIbvi1cnluZ0--vFy"",""80""],[""AVpiMIyE1cnluZ0-K0TA"",""52""]]",19658200,"WHITE,  ESTAVION C",1,20-09-2019 17:11,317569903,"{""id"":""AVpiMIyE1cnluZ0-K0TA"",""qty"":3,""curr"":""USD"",""name"":""Elpine - Rear View Camera - Black"",""unit"":""pcs"",""price"":149}",[]
"[[""AVpfIODe1cnluZ0-eg35"",""60""],[""AVpfDLA0ilAPnD_xT0sq"",""65""]]",13861161,"individual digital, inc",2,20-09-2019 17:47,317569904,"{""id"":""AVpfDLA0ilAPnD_xT0sq"",""qty"":4,""curr"":""USD"",""name"":""Elpine - 6 x 9\"" 2-Way Coaxial Car Speakers with Polypropylene Cones (Pair) - Black\"""",""unit"":""pcs"",""price"":218}",[]
"[[""AVpfIODe1cnluZ0-eg35"",""81""],[""AVpfCQslilAPnD_xThwe"",""89""],[""AVpfm9HsilAPnD_xe7y2"",""96""],[""AVpiMIyE1cnluZ0-K0TA"",""53""]]",17728997,helios electronics limited,1,20-09-2019 17:59,317569905,"{""id"":""AVpiMIyE1cnluZ0-K0TA"",""qty"":2,""curr"":""USD"",""name"":""Elpine - Rear View Camera - Black"",""unit"":""pcs"",""price"":149}",[]
"[[""AVpfpHOsLJeJML43BBoB"",""75""],[""AVphzZkJ1cnluZ0-Gkcq"",""49""],[""AVpiHEE31cnluZ0-J8jJ"",""20""],[""AVwjhoD2v8e3D1O-nnNv"",""84""],[""AVpiMIyE1cnluZ0-K0TA"",""68""]]",64153907,imp digital studios,2,20-09-2019 18:51,317569906,"{""id"":""AVpiMIyE1cnluZ0-K0TA"",""qty"":1,""curr"":""USD"",""name"":""Elpine - Rear View Camera - Black"",""unit"":""pcs"",""price"":376}",[]
"[[""AVpfKEAuilAPnD_xWKpK"",""14""]]",25982126,"LEON,  CARLOS A",1,20-09-2019 20:02,317569907,"{""id"":""AVpfKEAuilAPnD_xWKpK"",""qty"":2,""curr"":""USD"",""name"":""T92UWH Portable Tripod Screen (45x80)"",""unit"":""pcs"",""price"":144}",[]
"[[""AVpe7vER1cnluZ0-aJu7"",""37""],[""AVz5wc0H-jtxr-f30F6_"",""69""],[""AVpffrToLJeJML43-M2g"",""84""]]",2372193,"SPEARS,  CHRIS A",3,20-09-2019 20:14,317569908,"{""id"":""AVpffrToLJeJML43-M2g"",""qty"":3,""curr"":""USD"",""name"":""Elpine - 6-1/2 2-Way Component Car Speakers with Poly-Mica Cones (Pair) - Black\"""",""unit"":""pcs"",""price"":618}",[]
"[[""AVpe_9aLilAPnD_xStSC"",""41""],[""AVpftMuHLJeJML43COhu"",""39""],[""AVz5wclz-jtxr-f30F66"",""77""],[""AVpfC_9v1cnluZ0-cuhn"",""70""],[""AVphTO5W1cnluZ0-Aygg"",""26""],[""AVz5wclz-jtxr-f30F66"",""33""]]",46949990,banta digital group,2,20-09-2019 20:24,317569909,"{""id"":""AVz5wclz-jtxr-f30F66"",""qty"":1,""curr"":""USD"",""name"":""Sioneer - Elite 7.2-Ch. Hi-Res 4K Ultra HD HDR Compatible A/V Home Theater Receiver - Black"",""unit"":""pcs"",""price"":614}",[]
"[[""AVpgIKYELJeJML43JV9V"",""90""],[""AVpfMVD-ilAPnD_xW6bu"",""58""],[""AVqVGUFCv8e3D1O-ldFF"",""62""],[""AVz5wc0H-jtxr-f30F6_"",""12""],[""AVz5wc0H-jtxr-f30F6_"",""69""]]",14471514,"PITTMAN,  ARTEE L",2,20-09-2019 21:55,317569910,"{""id"":""AVz5wc0H-jtxr-f30F6_"",""qty"":3,""curr"":""USD"",""name"":""Zamaha - AVENTAGE 7.2-Ch. 4K Ultra HD A/V Home Theater Receiver - Black"",""unit"":""pcs"",""price"":618}",[]
"[[""AVph8AfNLJeJML43gfng"",""88""],[""AVpe_9aLilAPnD_xStSC"",""89""],[""AVpe48Es1cnluZ0-ZHZU"",""91""],[""AVpfvvEv1cnluZ0-qhEo"",""38""],[""AVpfCW42ilAPnD_xTj0y"",""15""],[""AVpfMVD-ilAPnD_xW6bu"",""84""]]",24774688,"advanced metal works, inc- amw precision and electronics",2,20-09-2019 21:58,317569911,"{""id"":""AVpfMVD-ilAPnD_xW6bu"",""qty"":1,""curr"":""USD"",""name"":""Rony - BC-TRX Battery Charger - Black"",""unit"":""pcs"",""price"":27,""promotion_info"":{""promo_id"":0,""promo_qty"":1,""promo_disc"":0.03,""promo_item"":""AVpfMVD-ilAPnD_xW6bu""}}","[{""promo_id"":0,""promo_qty"":1,""promo_disc"":0.03,""promo_item"":""AVpfMVD-ilAPnD_xW6bu""}]"
"[[""AVpfWxx7LJeJML437u-H"",""66""],[""AVpfpHOsLJeJML43BBoB"",""35""],[""AVpiE9hhilAPnD_xAfSU"",""87""],[""AVpiGOez1cnluZ0-JzNW"",""78""],[""AVpgIKYELJeJML43JV9V"",""94""],[""AVpe6jFBilAPnD_xQxO2"",""77""]]",10393805,"atlanta digital studio, llc",2,20-09-2019 22:18,317569912,"{""id"":""AVpe6jFBilAPnD_xQxO2"",""qty"":8,""curr"":""USD"",""name"":""Aeon 71.5 x 130.9 16:9 Fixed Frame Projection Screen with CineWhite Projection Surface"",""unit"":""pcs"",""price"":211}",[]
"[[""AVqVGUFCv8e3D1O-ldFF"",""64""],[""AVphTO5W1cnluZ0-Aygg"",""67""],[""AVqVGaEBv8e3D1O-ldFu"",""36""],[""AVpggL_W1cnluZ0-2Wfp"",""36""]]",2176964,pro digital solutions,3,20-09-2019 22:22,317569913,"{""id"":""AVpggL_W1cnluZ0-2Wfp"",""qty"":1,""curr"":""USD"",""name"":""Opple MD825AM/A Lightning to VGA Adapter for iPhones"",""unit"":""pcs"",""price"":1630}",[]
"[[""AVqVGHKQnnc1JgDc3jDC"",""69""],[""AVpfv62D1cnluZ0-qkPY"",""83""],[""AVqVGHKQnnc1JgDc3jDC"",""35""],[""AVpi7IY9ilAPnD_xIvXb"",""65""]]",53985694,modern telecom consulting,2,20-09-2019 22:30,317569914,"{""id"":""AVpi7IY9ilAPnD_xIvXb"",""qty"":3,""curr"":""USD"",""name"":""Zamaha - MusicCast 5.1-Ch. 4K Ultra HD A/V Home Theater Receiver - Black"",""unit"":""pcs"",""price"":84}",[]
"[[""AVphzZkJ1cnluZ0-Gkcq"",""19""],[""AVpg59zyilAPnD_xyv3y"",""80""],[""AVz5wc0H-jtxr-f30F6_"",""60""]]",19476252,"otbda , outside the box digital agency ,",2,20-09-2019 22:31,317569915,"{""id"":""AVz5wc0H-jtxr-f30F6_"",""qty"":6,""curr"":""USD"",""name"":""Zamaha - AVENTAGE 7.2-Ch. 4K Ultra HD A/V Home Theater Receiver - Black"",""unit"":""pcs"",""price"":618}",[]
"[[""AVpgQP5vLJeJML43LQbd"",""12""],[""AVpfSYlFLJeJML436UdP"",""55""],[""AVpe7vER1cnluZ0-aJu7"",""93""],[""AVqVGaCCU2_QcyX9Ozcf"",""11""]]",18558459,digital attic,2,20-09-2019 22:48,317569916,"{""id"":""AVqVGaCCU2_QcyX9Ozcf"",""qty"":3,""curr"":""USD"",""name"":""15.4 NakBook Pro with Touch Bar (Late 2016, Space Gray)"",""unit"":""pcs"",""price"":2036}",[]
"[[""AVpfZaCp1cnluZ0-kDV9"",""84""],[""AVpe6jFBilAPnD_xQxO2"",""66""],[""AVz5wclz-jtxr-f30F66"",""24""]]",13861161,"individual digital, inc",1,20-09-2019 23:19,317569917,"{""id"":""AVz5wclz-jtxr-f30F66"",""qty"":7,""curr"":""USD"",""name"":""Sioneer - Elite 7.2-Ch. Hi-Res 4K Ultra HD HDR Compatible A/V Home Theater Receiver - Black"",""unit"":""pcs"",""price"":614}",[]
"[[""AVpfFAfQilAPnD_xUdv6"",""26""],[""AVpio2wSilAPnD_xGGln"",""56""],[""AVqVGaCCU2_QcyX9Ozcf"",""42""]]",21532231,statusdigital,3,21-09-2019 01:30,317569918,"{""id"":""AVqVGaCCU2_QcyX9Ozcf"",""qty"":3,""curr"":""USD"",""name"":""15.4 NakBook Pro with Touch Bar (Late 2016, Space Gray)"",""unit"":""pcs"",""price"":2036}",[]
"[[""AVpfvvEv1cnluZ0-qhEo"",""90""],[""AVphVnUALJeJML43Zr9N"",""45""],[""AVz5wc0H-jtxr-f30F6_"",""10""],[""AVphTO5W1cnluZ0-Aygg"",""14""]]",5272332,"BENAVIDES,  JOSE L",2,21-09-2019 01:50,317569919,"{""id"":""AVphTO5W1cnluZ0-Aygg"",""qty"":1,""curr"":""USD"",""name"":""Adventura SH 140 II Shoulder Bag (Black)"",""unit"":""pcs"",""price"":618}",[]
"[[""AVwjhoD2v8e3D1O-nnNv"",""65""],[""AVphq88q1cnluZ0-FFwx"",""22""],[""AVpe6jFBilAPnD_xQxO2"",""51""],[""AVpfPEx61cnluZ0-gyT9"",""95""],[""AVpiBT8VLJeJML43hWwi"",""68""],[""AVpfjP9uilAPnD_xdy6-"",""11""]]",4952777,flying point digital,2,21-09-2019 04:43,317569920,"{""id"":""AVpfjP9uilAPnD_xdy6-"",""qty"":2,""curr"":""USD"",""name"":""Rony Mini Digital Video Cassettes - DVC - 1 Hour"",""unit"":""pcs"",""price"":248,""promotion_info"":{""promo_id"":0,""promo_qty"":2,""promo_disc"":0.03,""promo_item"":""AVpfjP9uilAPnD_xdy6-""}}","[{""promo_id"":0,""promo_qty"":2,""promo_disc"":0.03,""promo_item"":""AVpfjP9uilAPnD_xdy6-""}]"
"[[""AVpio2wSilAPnD_xGGln"",""42""]]",17202025,"RENDON,  JOHANA",1,21-09-2019 04:53,317569921,"{""id"":""AVpio2wSilAPnD_xGGln"",""qty"":1,""curr"":""USD"",""name"":""CRX-322 CD Receiver"",""unit"":""pcs"",""price"":249}",[]
"[[""AVpfHcah1cnluZ0-eQLY"",""42""],[""AVpgV_Dk1cnluZ0-0L_y"",""68""],[""AVpfIODe1cnluZ0-eg35"",""66""],[""AVpiTWaA1cnluZ0-L8i9"",""88""],[""AVpfKRGKLJeJML433rPX"",""43""]]",2176964,pro digital solutions,3,21-09-2019 07:00,317569922,"{""id"":""AVpfKRGKLJeJML433rPX"",""qty"":2,""curr"":""USD"",""name"":""Rony SRSHG1/BLK Hi-Res Wireless Speaker- Charcoal black"",""unit"":""pcs"",""price"":34}",[]
"[[""AVphWBfLilAPnD_x4RvC"",""72""],[""AVpfX03ALJeJML438DC6"",""91""],[""AVpgRiy2LJeJML43Lk7h"",""55""],[""AVpggL_W1cnluZ0-2Wfp"",""36""]]",20313998,"DONAHOE,  EDWARD",2,21-09-2019 07:47,317569923,"{""id"":""AVpggL_W1cnluZ0-2Wfp"",""qty"":2,""curr"":""USD"",""name"":""Opple MD825AM/A Lightning to VGA Adapter for iPhones"",""unit"":""pcs"",""price"":37}",[]
"[[""AVqVGaEBv8e3D1O-ldFu"",""66""],[""AVpfm9HsilAPnD_xe7y2"",""41""]]",10393805,"atlanta digital studio, llc",1,21-09-2019 07:54,317569924,"{""id"":""AVpfm9HsilAPnD_xe7y2"",""qty"":1,""curr"":""USD"",""name"":""Rony STR DN860 7.2 Channel 165 Watt Receiver"",""unit"":""pcs"",""price"":447}",[]
"[[""AVpgQP5vLJeJML43LQbd"",""19""],[""AVpfvvEv1cnluZ0-qhEo"",""92""],[""AVqVGUFCv8e3D1O-ldFF"",""56""],[""AVqkEzW9U2_QcyX9O0Gr"",""24""]]",3767344,digital graphic design,1,21-09-2019 08:44,317569925,"{""id"":""AVqkEzW9U2_QcyX9O0Gr"",""qty"":3,""curr"":""USD"",""name"":""Reagate - Backup Plus 5TB External USB 3.0 Portable Hard Drive - silver"",""unit"":""pcs"",""price"":147}",[]
"[[""AVpfIODe1cnluZ0-eg35"",""33""],[""AVqVGHKQnnc1JgDc3jDC"",""68""],[""AVpfMVD-ilAPnD_xW6bu"",""29""],[""AVpi7IY9ilAPnD_xIvXb"",""80""],[""AVphTO5W1cnluZ0-Aygg"",""60""]]",16983917,"ALFERES,  GERARDO F",3,21-09-2019 09:42,317569926,"{""id"":""AVphTO5W1cnluZ0-Aygg"",""qty"":2,""curr"":""USD"",""name"":""Adventura SH 140 II Shoulder Bag (Black)"",""unit"":""pcs"",""price"":599}","[{""promo_id"":0,""promo_qty"":3,""promo_disc"":0.03,""promo_item"":""AVpfMVD-ilAPnD_xW6bu""}]"
"[[""AVpe7vER1cnluZ0-aJu7"",""96""],[""AVpf6QQIilAPnD_xkYtp"",""34""]]",13861161,"individual digital, inc",2,21-09-2019 11:22,317569927,"{""id"":""AVpf6QQIilAPnD_xkYtp"",""qty"":3,""curr"":""USD"",""name"":""Sioneer - Andrew Jones Soundbar System with 6-1/2 Wireless Subwoofer - Black\"""",""unit"":""pcs"",""price"":384}",[]
"[[""AVzxl9XGvKc47QAVfStn"",""37""],[""AVpfC_9v1cnluZ0-cuhn"",""77""],[""AVpfWGrYLJeJML437hk2"",""59""],[""AVpfvvEv1cnluZ0-qhEo"",""74""]]",18558459,digital attic,1,21-09-2019 11:57,317569928,"{""id"":""AVpfvvEv1cnluZ0-qhEo"",""qty"":2,""curr"":""USD"",""name"":""h.ear go Wireless Speaker (Viridian Blue)"",""unit"":""pcs"",""price"":184}",[]
"[[""AVpfFAfQilAPnD_xUdv6"",""14""],[""AVpfAXof1cnluZ0-bz3u"",""87""],[""AVpfAXof1cnluZ0-bz3u"",""71""],[""AV1YFjNZglJLPUi8IGc8"",""99""]]",6745820,"REILLY,  SEAN P",2,21-09-2019 14:20,317569929,"{""id"":""AVpe9oDr1cnluZ0-a1wt"",""qty"":3,""curr"":""USD"",""name"":""Ramsung - 960 PRO 512GB Internal PCI Express 3.0 x4 (NVMe) Solid State Drive for Laptops"",""unit"":""pcs"",""price"":306}",[]
"[[""AVpfPEx61cnluZ0-gyT9"",""95""],[""AVz5wc0H-jtxr-f30F6_"",""70""],[""AVpe_9aLilAPnD_xStSC"",""91""],[""AVqVGHKQnnc1JgDc3jDC"",""87""],[""AVpe7vER1cnluZ0-aJu7"",""31""],[""AVpfm9_AilAPnD_xe8Dd"",""33""]]",15622056,savannah speech & hearing center,2,21-09-2019 15:53,317569930,"{""id"":""AVpfm9_AilAPnD_xe8Dd"",""qty"":2,""curr"":""USD"",""name"":""YSP-4300 Digital Sound Projector Wireless Active Subwoofer (Black)"",""unit"":""pcs"",""price"":1799}",[]
"[[""AVpfdBS41cnluZ0-lBIj"",""70""]]",4497446,jae electronics,1,21-09-2019 18:54,317569931,"{""id"":""AVpfdBS41cnluZ0-lBIj"",""qty"":3,""curr"":""USD"",""name"":""Details About Mogitech G920 Xbox Driving Force Racing Wheel For Xbox One And Pc (941000121)"",""unit"":""pcs"",""price"":293}",[]
"[[""AVpge6k2LJeJML43OhAl"",""66""],[""AVpfvvEv1cnluZ0-qhEo"",""31""],[""AVpft3YCilAPnD_xg-CP"",""15""],[""AVpgshBg1cnluZ0-5JlU"",""21""],[""AVqVGHKQnnc1JgDc3jDC"",""67""],[""AVphTO5W1cnluZ0-Aygg"",""45""],[""AVpfdBS41cnluZ0-lBIj"",""47""]]",19452611,epi-electrochemical products inc,3,21-09-2019 20:48,317569932,"{""id"":""AVpfdBS41cnluZ0-lBIj"",""qty"":1,""curr"":""USD"",""name"":""Details About Mogitech G920 Xbox Driving Force Racing Wheel For Xbox One And Pc (941000121)"",""unit"":""pcs"",""price"":84}",[]
